occ_code,occ_title,group,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly
39-9011,Child care workers,,        557680,       1.2,          8.74,         18180,           0.8,          6.03,          6.88,          8.20,         10.22,         12.59,         12540,         14320,         17050,         21250,         26190,,
39-9021,Personal and home care aides,,        566860,       1.3,          8.52,         17710,           0.5,          6.00,          6.96,          8.34,          9.93,         11.04,         12480,         14490,         17340,         20650,         22970,,
39-9031,Fitness trainers and aerobics instructors,,        189220,       1.6,         14.93,         31060,           0.9,          6.99,          8.46,         12.43,         19.36,         26.45,         14540,         17600,         25840,         40260,         55020,,
39-9032,Recreation workers,,        264840,       1.3,         10.78,         22420,           0.5,          6.64,          7.77,          9.67,         12.66,         16.84,         13810,         16170,         20110,         26330,         35030,,
39-9041,Residential advisors,,         50490,       2.8,         11.39,         23690,           0.8,          7.25,          8.74,         10.51,         13.26,         16.79,         15080,         18180,         21850,         27580,         34910,,
39-9099,"Personal care and service workers, all other",,         60260,       3.2,         10.20,         21210,           3.1,          6.29,          7.23,          8.91,         11.25,         15.28,         13080,         15030,         18520,         23400,         31780,,
41-0000,Sales and related occupations,major,      13930320,       0.2,         15.77,         32800,           0.2,          6.62,          7.84,         10.64,         18.48,         31.24,         13770,         16310,         22140,         38440,         64980,,
41-1011,First-line supervisors/managers of retail sales workers,,       1083890,       0.4,         18.08,         37600,           0.2,          9.86,         12.26,         15.79,         20.68,         27.61,         20500,         25500,         32840,         43010,         57420,,
41-1012,First-line supervisors/managers of non-retail sales workers,,        294010,       0.7,         35.42,         73670,           0.4,         15.62,         22.09,         29.79,         43.52,         63.58,         32490,         45950,         61970,         90510,        132240,,
41-2011,Cashiers,,       3481420,       0.4,          8.32,         17300,           0.3,          5.98,          6.75,          7.82,          9.17,         11.20,         12440,         14040,         16260,         19080,         23300,,
41-2012,Gaming change persons and booth cashiers,,         28590,       3.3,          9.92,         20630,           1.1,          6.94,          7.97,          9.64,         11.53,         13.62,         14430,         16580,         20050,         23990,         28330,,
41-2021,Counter and rental clerks,,        473090,       1.3,         10.83,         22530,           0.4,          6.33,          7.40,          9.12,         12.50,         17.28,         13170,         15390,         18970,         26010,         35950,,
41-2022,Parts salespersons,,        235190,       1.2,         13.94,         28990,           0.5,          7.81,          9.67,         12.72,         16.92,         21.69,         16240,         20110,         26450,         35190,         45120,,
41-2031,Retail salespersons,,       4344770,       0.3,         11.14,         23170,           0.2,          6.54,          7.55,          9.20,         12.45,         17.91,         13590,         15690,         19140,         25890,         37250,,
41-3011,Advertising sales agents,,        153890,       1.6,         24.23,         50400,           1.1,         10.14,         13.86,         20.08,         29.77,         43.13,         21080,         28840,         41770,         61920,         89710,,
41-3021,Insurance sales agents,,        299470,       1.2,         27.38,         56960,           1.0,         11.36,         14.58,         20.36,         32.72,         54.47,         23630,         30330,         42340,         68050,        113290,,
41-3031,"Securities, commodities, and financial services sales agents",,        251710,       1.9,         42.30,         87990,           1.1,         14.49,         20.35,         32.28,         59.57,#,         30130,         42330,         67130,        123910,#,,
41-3041,Travel agents,,         88590,       2.2,         14.78,         30750,           0.9,          8.73,         10.78,         13.78,         17.37,         21.73,         18150,         22420,         28670,         36140,         45210,,
41-3099,"Sales representatives, services, all other",,        439450,       1.1,         26.07,         54230,           0.5,         11.47,         15.73,         22.50,         32.51,         44.66,         23870,         32720,         46790,         67630,         92890,,
41-4011,"Sales representatives, wholesale and manufacturing, technical and scientific products",,        379890,       1.2,         33.14,         68940,           0.6,         15.15,         20.76,         29.21,         41.49,         55.50,         31510,         43180,         60760,         86300,        115430,,
41-4012,"Sales representatives, wholesale and manufacturing, except technical and scientific products",,       1436800,       0.6,         26.90,         55940,           0.4,         11.98,         16.29,         22.78,         32.77,         46.18,         24930,         33880,         47380,         68160,         96050,,
41-9011,Demonstrators and product promoters,,         86050,       3.5,         11.81,         24570,           1.1,          7.30,          8.24,          9.96,         12.96,         19.04,         15180,         17150,         20730,         26950,         39590,,
41-9012,Models,,          1430,      16.7,         13.26,         27570,           5.1,          7.47,          9.19,         10.92,         14.34,         17.35,         15550,         19110,         22700,         29820,         36080,,
41-9021,Real estate brokers,,         41760,       4.6,         36.98,         76930,           3.4,         11.82,         16.98,         27.49,         48.55,#,         24580,         35310,         57190,        100980,#,,
41-9022,Real estate sales agents,,        150200,       2.0,         25.04,         52090,           1.8,          9.34,         12.55,         18.87,         30.53,         50.18,         19420,         26100,         39240,         63510,        104370,,
41-9031,Sales engineers,,         69790,       2.5,         38.16,         79370,           0.9,         21.03,         27.10,         35.68,         45.88,         58.49,         43730,         56370,         74200,         95420,        121660,,
41-9041,Telemarketers,,        400860,       2.0,         11.30,         23500,           0.7,          6.86,          7.91,          9.79,         12.92,         18.16,         14260,         16450,         20360,         26880,         37780,,
41-9091,"Door-to-door sales workers, news and street vendors, and related workers",,         10970,       6.0,         12.19,         25350,           2.8,          6.40,          7.50,          9.83,         15.00,         22.06,         13320,         15610,         20450,         31200,         45880,,
41-9099,"Sales and related workers, all other",,        178480,       2.0,         19.05,         39610,           1.0,          8.00,         10.81,         15.77,         23.00,         33.52,         16640,         22490,         32800,         47850,         69730,,
43-0000,Office and administrative support occupations,major,      22784330,       0.2,         14.28,         29710,           0.1,          8.00,         10.03,         13.10,         17.24,         22.18,         16640,         20870,         27240,         35860,         46140,,
43-1011,First-line supervisors/managers of office and administrative support workers,,       1352130,       0.4,         21.89,         45540,           0.2,         12.47,         15.82,         20.38,         26.27,         33.53,         25950,         32910,         42400,         54630,         69730,,
43-2011,"Switchboard operators, including answering service",,        194980,       1.0,         11.07,         23020,           0.3,          7.48,          8.93,         10.61,         12.93,         15.56,         15550,         18580,         22060,         26900,         32370,,
43-2021,Telephone operators,,         29290,       4.0,         14.92,         31030,           1.3,          8.52,         10.54,         15.09,         19.54,         21.34,         17730,         21910,         31380,         40650,         44390,,
43-2099,"Communications equipment operators, all other",,          3870,       8.5,         16.36,         34030,           3.0,          8.52,         12.15,         15.64,         19.78,         24.45,         17710,         25280,         32540,         41130,         50860,,
43-3011,Bill and account collectors,,        431280,       1.3,         14.36,         29860,           0.4,          9.33,         11.16,         13.54,         16.67,         20.65,         19410,         23210,         28160,         34670,         42960,,
43-3021,Billing and posting clerks and machine operators,,        513020,       0.8,         13.87,         28860,           0.2,          9.31,         11.12,         13.36,         16.25,         19.52,         19370,         23130,         27780,         33790,         40600,,
43-3031,"Bookkeeping, accounting, and auditing clerks",,       1815340,       0.4,         14.76,         30700,           0.2,          9.15,         11.35,         14.18,         17.48,         21.34,         19030,         23620,         29490,         36360,         44390,,
43-3041,Gaming cage workers,,         18730,       3.8,         11.28,         23460,           0.7,          8.04,          9.31,         10.76,         13.04,         15.55,         16720,         19360,         22380,         27130,         32340,,
43-3051,Payroll and timekeeping clerks,,        205600,       1.0,         15.44,         32120,           0.3,          9.71,         12.07,         15.08,         18.36,         21.66,         20190,         25110,         31360,         38190,         45050,,
43-3061,Procurement clerks,,         71390,       1.4,         15.64,         32530,           0.3,          9.86,         12.26,         15.49,         18.89,         21.45,         20500,         25510,         32210,         39290,         44620,,
43-3071,Tellers,,        599220,       1.0,         10.59,         22020,           0.4,          7.82,          9.02,         10.24,         12.06,         13.64,         16270,         18750,         21300,         25080,         28380,,
43-4011,Brokerage clerks,,         70110,       4.0,         18.34,         38140,           1.4,         11.51,         13.83,         17.04,         21.56,         26.96,         23950,         28780,         35450,         44850,         56080,,
43-4021,Correspondence clerks,,         17990,       4.4,         14.51,         30180,           0.9,          9.58,         11.40,         13.66,         17.04,         20.85,         19930,         23700,         28420,         35440,         43370,,
43-4031,"Court, municipal, and license clerks",,        102060,       1.9,         15.02,         31230,           0.9,          9.27,         11.40,         14.09,         17.64,         21.71,         19270,         23720,         29320,         36690,         45150,,
43-4041,"Credit authorizers, checkers, and clerks",,         65410,       5.3,         14.90,         30990,           1.3,          8.53,         11.11,         14.10,         17.58,         21.53,         17740,         23120,         29330,         36580,         44780,,
43-4051,Customer service representatives,,       2067700,       0.6,         14.27,         29680,           0.3,          8.57,         10.46,         13.22,         16.90,         21.54,         17820,         21750,         27490,         35160,         44790,,
43-4061,"Eligibility interviewers, government programs",,         85550,       1.8,         16.53,         34390,           1.0,         11.35,         13.35,         16.22,         19.64,         22.27,         23620,         27760,         33740,         40860,         46330,,
43-4071,File clerks,,        229830,       1.2,         10.98,         22840,           0.4,          7.07,          8.40,         10.30,         12.90,         16.15,         14690,         17460,         21430,         26830,         33600,,
43-4081,"Hotel, motel, and resort desk clerks",,        207190,       1.0,          9.05,         18820,           0.4,          6.40,          7.38,          8.56,         10.33,         12.55,         13320,         15360,         17810,         21490,         26100,,
43-4111,"Interviewers, except eligibility and loan",,        201790,       1.6,         12.54,         26070,           0.5,          8.02,          9.70,         12.07,         14.74,         17.55,         16670,         20180,         25110,         30670,         36510,,
43-4121,"Library assistants, clerical",,        104650,       2.1,         10.76,         22380,           0.6,          6.52,          7.87,         10.16,         13.07,         16.32,         13570,         16360,         21140,         27190,         33950,,
43-4131,Loan interviewers and clerks,,        231700,       1.7,         15.33,         31880,           0.5,          9.56,         11.70,         14.52,         18.20,         21.97,         19880,         24340,         30200,         37860,         45690,,
43-4141,New accounts clerks,,         82450,       2.6,         13.69,         28460,           0.5,          9.66,         11.31,         13.18,         15.78,         18.39,         20090,         23520,         27420,         32830,         38240,,
43-4151,Order clerks,,        259760,       1.1,         13.18,         27410,           0.4,          7.95,          9.63,         12.30,         15.88,         20.22,         16530,         20040,         25570,         33020,         42050,,
43-4161,"Human resources assistants, except payroll and timekeeping",,        161870,       0.9,         16.24,         33790,           0.2,         10.61,         12.78,         15.74,         19.28,         22.57,         22080,         26580,         32730,         40100,         46950,,
43-4171,Receptionists and information clerks,,       1088400,       0.6,         11.12,         23120,           0.2,          7.31,          8.81,         10.65,         13.08,         15.88,         15200,         18330,         22150,         27200,         33030,,
43-4181,Reservation and transportation ticket agents and travel clerks,,        160120,       1.8,         14.45,         30050,           0.9,          8.53,         10.37,         13.52,         18.74,         21.50,         17730,         21560,         28120,         38980,         44720,,
43-4199,All other information and record clerks,,        288730,       0.8,         19.10,         39720,           0.4,          9.42,         11.87,         16.16,         21.97,         33.76,         19590,         24690,         33610,         45700,         70220,,
43-5011,Cargo and freight agents,,         78730,       3.3,         17.97,         37380,           1.3,         10.40,         12.85,         17.24,         21.65,         26.99,         21630,         26730,         35860,         45040,         56130,,
43-5021,Couriers and messengers,,        106520,       2.1,         10.80,         22460,           0.7,          6.89,          8.09,         10.03,         12.61,         16.19,         14330,         16830,         20870,         26230,         33670,,
43-5031,"Police, fire, and ambulance dispatchers",,         94060,       1.7,         15.03,         31270,           0.5,          9.19,         11.46,         14.45,         17.86,         21.79,         19110,         23830,         30060,         37150,         45330,,
43-5032,"Dispatchers, except police, fire, and ambulance",,        172550,       1.1,         16.15,         33590,           0.5,          9.18,         11.53,         15.09,         19.82,         25.17,         19100,         23970,         31390,         41230,         52340,,
43-5041,"Meter readers, utilities",,         46920,       2.8,         14.92,         31030,           0.8,          8.90,         10.88,         14.09,         18.43,         22.71,         18520,         22640,         29310,         38330,         47230,,
43-5051,Postal service clerks,,         78710,       0.0,         22.51,         46820,           0.2,         17.78,         20.79,         23.23,         25.24,         26.45,         36970,         43240,         48310,         52500,         55020,,
43-5052,Postal service mail carriers,,        347180,       0.0,         21.38,         44460,           0.2,         15.42,         18.50,         22.27,         24.79,         26.29,         32080,         38480,         46330,         51560,         54690,,
43-5053,"Postal service mail sorters, processors, and processing machine operators",,        208600,       0.0,         20.01,         41620,           0.3,         11.85,         17.65,         20.88,         24.07,         25.98,         24650,         36720,         43420,         50060,         54030,,
43-5061,"Production, planning, and expediting clerks",,        287980,       0.9,         18.71,         38920,           0.3,         10.99,         13.82,         18.07,         22.93,         27.33,         22860,         28740,         37590,         47700,         56850,,
43-5071,"Shipping, receiving, and traffic clerks",,        759910,       0.6,         12.80,         26620,           0.2,          7.94,          9.62,         12.10,         15.34,         18.97,         16520,         20020,         25180,         31900,         39470,,
43-5081,Stock clerks and order fillers,,       1625430,       0.5,         10.60,         22060,           0.2,          6.82,          7.84,          9.66,         12.51,         16.23,         14180,         16320,         20100,         26030,         33760,,
43-5111,"Weighers, measurers, checkers, and samplers, recordkeeping",,         79050,       2.0,         12.99,         27030,           0.5,          7.89,          9.58,         12.17,         15.81,         19.80,         16410,         19930,         25310,         32890,         41180,,
43-6011,Executive secretaries and administrative assistants,,       1442040,       0.5,         18.18,         37810,           0.2,         11.66,         14.11,         17.29,         21.36,         26.30,         24260,         29340,         35960,         44420,         54700,,
43-6012,Legal secretaries,,        265000,       1.6,         18.78,         39070,           0.6,         11.24,         14.12,         18.15,         22.91,         27.65,         23380,         29370,         37750,         47650,         57510,,
43-6013,Medical secretaries,,        381020,       1.4,         13.65,         28390,           0.5,          9.23,         10.89,         13.13,         16.04,         19.25,         19190,         22650,         27320,         33350,         40040,,
43-6014,"Secretaries, except legal, medical, and executive",,       1744380,       0.5,         13.35,         27780,           0.2,          8.20,         10.15,         12.82,         16.14,         19.77,         17050,         21120,         26670,         33580,         41120,,
43-9011,Computer operators,,        129160,       1.3,         16.15,         33580,           0.5,          9.47,         11.90,         15.42,         19.87,         24.41,         19710,         24740,         32070,         41330,         50770,,
43-9021,Data entry keyers,,        296700,       1.2,         11.98,         24910,           0.3,          8.09,          9.58,         11.45,         13.74,         16.85,         16820,         19930,         23810,         28580,         35040,,
43-9022,Word processors and typists,,        153580,       1.5,         14.49,         30140,           0.5,          9.23,         11.33,         13.95,         17.05,         20.94,         19200,         23560,         29020,         35470,         43550,,
43-9031,Desktop publishers,,         29910,       3.4,         16.72,         34770,           1.1,          9.23,         11.99,         15.77,         20.67,         25.84,         19190,         24950,         32800,         43000,         53750,,
43-9041,Insurance claims and policy processing clerks,,        239120,       1.7,         15.24,         31700,           0.4,          9.95,         11.93,         14.49,         17.69,         21.62,         20700,         24820,         30130,         36800,         44970,,
43-9051,"Mail clerks and mail machine operators, except postal service",,        148330,       2.1,         11.59,         24120,           0.5,          7.41,          9.03,         10.99,         13.64,         16.65,         15410,         18780,         22870,         28360,         34620,,
43-9061,"Office clerks, general",,       2997370,       0.4,         11.82,         24580,           0.2,          6.98,          8.79,         11.09,         14.15,         17.53,         14530,         18270,         23070,         29420,         36460,,
43-9071,"Office machine operators, except computer",,         87900,       2.5,         12.24,         25460,           0.6,          8.08,          9.54,         11.53,         14.38,         17.49,         16800,         19840,         23990,         29910,         36380,,
43-9081,Proofreaders and copy markers,,         18070,       4.9,         13.30,         27660,           1.6,          7.68,          9.61,         12.30,         16.18,         20.61,         15980,         20000,         25590,         33650,         42880,,
43-9111,Statistical assistants,,         18700,       2.6,         15.04,         31270,           1.4,          9.39,         11.48,         13.92,         17.99,         22.07,         19530,         23870,         28950,         37410,         45900,,
43-9199,"Office and administrative support workers, all other",,        287270,       1.6,         13.50,         28070,           0.6,          7.55,          9.62,         12.52,         16.37,         20.81,         15710,         20000,         26040,         34050,         43290,,
45-0000,"Farming, fishing, and forestry occupations",major,        443070,       1.9,         10.10,         21010,           0.5,          6.66,          7.41,          8.41,         11.34,         16.28,         13850,         15410,         17490,         23580,         33860,,
45-1011,"First-line supervisors/managers of farming, fishing, and forestry workers",,         19750,       3.3,         18.65,         38790,           1.2,          9.61,         12.59,         17.32,         23.08,         29.96,         19990,         26180,         36030,         48010,         62320,,
45-1012,Farm labor contractors,,          2310,      14.9,         12.14,         25240,           6.7,          6.62,          7.68,          9.52,         14.54,         19.36,         13770,         15970,         19810,         30250,         40270,,
45-2011,Agricultural inspectors,,         11730,       2.5,         16.75,         34840,           0.8,          9.66,         11.80,         15.79,         20.92,         25.74,         20100,         24540,         32840,         43510,         53550,,
45-2021,Animal breeders,,          1860,       9.5,         15.23,         31690,           3.6,          7.83,          9.68,         12.90,         19.99,         26.16,         16290,         20130,         26820,         41590,         54420,,
45-2041,"Graders and sorters, agricultural products",,         45010,       3.9,          8.74,         18170,           0.9,          6.34,          7.03,          8.06,          9.62,         12.02,         13190,         14620,         16770,         20000,         25010,,
45-2091,Agricultural equipment operators,,         19940,       4.9,         10.06,         20930,           1.6,          6.44,          7.54,          9.36,         11.81,         14.96,         13400,         15690,         19460,         24570,         31120,,
45-2092,"Farmworkers and laborers, crop, nursery, and greenhouse",,        227750,       3.0,          8.35,         17370,           0.6,          6.57,          7.20,          7.91,          8.66,         11.02,         13660,         14980,         16450,         18020,         22930,,
45-2093,"Farmworkers, farm and ranch animals",,         49740,       9.0,          9.56,         19890,           1.5,          6.41,          7.45,          8.76,         10.92,         13.81,         13340,         15510,         18220,         22720,         28720,,
45-2099,"Agricultural workers, all other",,          8970,       6.4,         11.60,         24140,           1.9,          7.10,          8.37,         10.61,         13.47,         17.60,         14760,         17400,         22060,         28020,         36620,,
45-3011,Fishers and related fishing workers,,           770,      11.7,         13.94,         29000,           4.3,          7.35,          8.85,         12.08,         17.90,         22.73,         15290,         18420,         25130,         37230,         47280,,
45-4011,Forest and conservation workers,,          8700,       3.4,         11.19,         23280,           1.4,          7.08,          7.81,          9.46,         13.39,         18.12,         14730,         16240,         19680,         27860,         37700,,
45-4021,Fallers,,          9780,       8.4,         15.26,         31740,           3.4,          8.95,         10.84,         13.64,         17.37,         25.46,         18610,         22560,         28360,         36130,         52960,,
45-4022,Logging equipment operators,,         26880,       3.1,         14.28,         29700,           1.3,          8.88,         10.99,         13.91,         16.97,         20.59,         18470,         22870,         28920,         35290,         42830,,
45-4023,Log graders and scalers,,          4520,       5.3,         14.21,         29550,           1.8,          9.12,         11.13,         13.31,         16.51,         20.74,         18960,         23140,         27680,         34330,         43140,,
45-4029,"Logging workers, all other",,**,**,         15.04,         31290,           2.3,          9.38,         12.23,         15.24,         17.81,         20.67,         19500,         25440,         31690,         37050,         42990,,
47-0000,Construction and extraction occupations,major,       6370400,       0.3,         18.39,         38260,           0.2,          9.51,         12.18,         16.66,         23.12,         30.37,         19770,         25340,         34650,         48090,         63180,,
47-1011,First-line supervisors/managers of construction trades and extraction workers,,        555380,       0.7,         26.79,         55720,           0.3,         15.80,         19.58,         24.98,         32.18,         40.83,         32850,         40720,         51970,         66930,         84920,,
47-2011,Boilermakers,,         17760,       6.6,         23.62,         49130,           1.3,         14.63,         18.43,         23.10,         28.77,         34.11,         30430,         38340,         48050,         59840,         70950,,
47-2021,Brickmasons and blockmasons,,        115950,       2.2,         20.60,         42850,           0.9,         11.54,         15.42,         20.13,         25.43,         31.15,         23990,         32070,         41860,         52880,         64800,,
47-2022,Stonemasons,,         17030,       7.2,         17.53,         36450,           2.1,          9.68,         12.26,         16.66,         21.17,         27.20,         20120,         25500,         34640,         44030,         56570,,
47-2031,Carpenters,,        935920,       0.8,         18.62,         38720,           0.4,         10.55,         13.20,         17.11,         23.14,         29.28,         21940,         27450,         35580,         48120,         60910,,
47-2041,Carpet installers,,         37050,       4.6,         17.84,         37100,           1.4,          9.12,         11.88,         16.13,         22.82,         29.93,         18980,         24700,         33550,         47470,         62260,,
47-2042,"Floor layers, except carpet, wood, and hard tiles",,         14520,       7.2,         17.92,         37270,           3.5,          9.36,         11.95,         15.87,         21.96,         30.66,         19470,         24860,         33010,         45670,         63780,,
47-2043,Floor sanders and finishers,,          5950,      10.1,         14.34,         29830,           3.4,          8.69,         10.25,         13.14,         16.82,         21.58,         18070,         21320,         27340,         34990,         44890,,
47-2044,Tile and marble setters,,         47410,       4.0,         18.81,         39130,           1.1,         10.29,         13.32,         17.56,         22.96,         30.00,         21410,         27700,         36530,         47760,         62410,,
47-2051,Cement masons and concrete finishers,,        204720,       1.9,         16.64,         34610,           0.6,          9.68,         11.97,         15.40,         20.30,         26.05,         20130,         24900,         32030,         42230,         54190,,
47-2053,Terrazzo workers and finishers,,          5440,      11.3,         16.69,         34720,           3.7,          9.10,         11.93,         15.40,         20.67,         26.44,         18920,         24820,         32030,         43000,         55000,,
47-2061,Construction laborers,,        934000,       1.0,         13.97,         29050,           0.4,          7.90,          9.58,         12.22,         16.90,         23.63,         16420,         19920,         25410,         35150,         49150,,
47-2071,"Paving, surfacing, and tamping equipment operators",,         63220,       2.8,         15.93,         33140,           0.9,          9.62,         11.53,         14.58,         19.13,         24.83,         20020,         23980,         30320,         39780,         51640,,
47-2072,Pile-driver operators,,          4410,       7.7,         24.27,         50490,           2.3,         13.17,         17.16,         23.51,         31.87,         35.77,         27400,         35680,         48900,         66290,         74400,,
47-2073,Operating engineers and other construction equipment operators,,        378720,       1.0,         18.85,         39210,           0.4,         11.16,         13.44,         17.23,         23.04,         29.69,         23210,         27960,         35830,         47920,         61750,,
47-2081,Drywall and ceiling tile installers,,        126810,       2.1,         18.07,         37580,           0.9,         10.35,         13.05,         16.70,         22.03,         28.04,         21530,         27150,         34740,         45830,         58320,,
47-2082,Tapers,,         38570,       2.8,         19.91,         41410,           1.0,         11.38,         14.46,         19.17,         24.99,         30.42,         23660,         30070,         39870,         51980,         63280,,
47-2111,Electricians,,        606500,       1.0,         21.94,         45630,           0.6,         12.44,         15.74,         20.57,         27.10,         33.88,         25870,         32740,         42790,         56380,         70480,,
47-2121,Glaziers,,         49310,       4.2,         17.75,         36920,           1.5,          9.92,         12.53,         16.12,         21.38,         29.60,         20640,         26060,         33530,         44470,         61560,,
47-2131,"Insulation workers, floor, ceiling, and wall",,         34250,       4.8,         16.59,         34510,           1.7,          9.14,         11.27,         15.08,         20.58,         27.26,         19010,         23450,         31360,         42800,         56710,,
47-2132,"Insulation workers, mechanical",,         22100,       5.1,         19.16,         39840,           2.1,         10.13,         12.90,         17.07,         23.40,         32.04,         21060,         26840,         35510,         48680,         66650,,
47-2141,"Painters, construction and maintenance",,        249850,       1.1,         16.08,         33450,           0.6,          9.54,         11.75,         14.81,         19.44,         25.31,         19850,         24430,         30800,         40430,         52650,,
47-2142,Paperhangers,,          7710,      11.0,         17.65,         36720,           3.4,         11.13,         13.62,         16.08,         20.55,         27.88,         23160,         28330,         33450,         42750,         57990,,
47-2151,Pipelayers,,         56280,       2.5,         15.53,         32290,           0.8,          9.29,         11.18,         13.83,         18.95,         24.94,         19320,         23250,         28760,         39420,         51880,,
47-2152,"Plumbers, pipefitters, and steamfitters",,        420770,       1.2,         21.56,         44850,           0.6,         11.89,         15.29,         20.27,         26.86,         33.83,         24730,         31800,         42160,         55880,         70360,,
47-2161,Plasterers and stucco masons,,         47760,       4.1,         17.40,         36200,           1.4,         10.12,         12.82,         16.08,         20.83,         26.93,         21060,         26670,         33440,         43320,         56010,,
47-2171,Reinforcing iron and rebar workers,,         30270,       5.5,         19.32,         40190,           2.5,          9.43,         12.12,         16.78,         25.97,         33.01,         19620,         25220,         34910,         54010,         68650,,
47-2181,Roofers,,        120070,       1.7,         16.14,         33570,           0.7,          9.41,         11.65,         15.01,         19.76,         25.12,         19580,         24230,         31230,         41110,         52250,,
47-2211,Sheet metal workers,,        174550,       1.9,         19.03,         39570,           0.7,          9.98,         12.90,         17.50,         24.35,         31.23,         20760,         26840,         36390,         50650,         64970,,
47-2221,Structural iron and steel workers,,         68900,       3.4,         20.93,         43540,           1.3,         10.96,         14.39,         19.51,         26.77,         33.73,         22800,         29920,         40580,         55670,         70160,,
47-3011,"Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters",,         58690,       2.8,         13.14,         27340,           1.1,          8.52,          9.76,         11.83,         15.06,         20.40,         17730,         20300,         24600,         31330,         42430,,
47-3012,Helpers--carpenters,,        101870,       2.5,         11.11,         23100,           0.6,          7.48,          8.95,         10.57,         12.84,         15.56,         15560,         18620,         21990,         26710,         32370,,
47-3013,Helpers--electricians,,         90370,       2.8,         11.86,         24670,           0.9,          7.84,          9.28,         11.17,         13.72,         16.82,         16300,         19310,         23240,         28530,         34980,,
47-3014,"Helpers--painters, paperhangers, plasterers, and stucco masons",,         21820,       4.1,         10.61,         22070,           1.4,          7.20,          8.26,          9.88,         12.06,         15.09,         14970,         17190,         20560,         25080,         31400,,
47-3015,"Helpers--pipelayers, plumbers, pipefitters, and steamfitters",,         77630,       2.9,         11.84,         24630,           1.0,          7.90,          9.28,         10.97,         13.54,         16.77,         16420,         19310,         22820,         28170,         34890,,
47-3016,Helpers--roofers,,         20510,       4.1,         10.41,         21660,           0.9,          7.36,          8.60,          9.97,         11.84,         14.23,         15310,         17890,         20740,         24620,         29600,,
47-3019,"Helpers, construction trades, all other",,         37590,       4.5,         11.55,         24020,           1.5,          7.22,          8.65,         10.40,         13.24,         17.26,         15020,         17980,         21630,         27550,         35890,,
47-4011,Construction and building inspectors,,         87820,       1.5,         22.51,         46830,           0.6,         13.65,         17.02,         21.50,         27.09,         33.49,         28390,         35400,         44720,         56350,         69650,,
47-4021,Elevator installers and repairers,,         21000,       4.8,         28.12,         58500,           1.1,         16.86,         22.76,         28.46,         33.78,         40.16,         35070,         47340,         59190,         70270,         83520,,
47-4031,Fence erectors,,         22600,       7.4,         12.74,         26490,           1.6,          8.45,          9.84,         11.99,         14.77,         18.23,         17570,         20470,         24930,         30720,         37910,,
47-4041,Hazardous materials removal workers,,         38260,       4.1,         17.90,         37240,           1.7,         10.32,         12.60,         16.20,         22.58,         28.42,         21470,         26210,         33690,         46960,         59120,,
47-4051,Highway maintenance workers,,        140600,       1.5,         14.88,         30950,           0.6,          9.15,         11.41,         14.54,         17.83,         21.44,         19040,         23740,         30250,         37100,         44590,,
47-4061,Rail-track laying and maintenance equipment operators,,         13510,       4.0,         18.81,         39120,           1.1,         11.92,         15.86,         19.23,         21.53,         25.28,         24800,         32990,         39990,         44780,         52570,,
47-4071,Septic tank servicers and sewer pipe cleaners,,         17940,       5.6,         15.38,         31980,           1.6,          8.97,         11.36,         14.64,         18.69,         23.05,         18670,         23640,         30440,         38870,         47940,,
47-4091,Segmental pavers,,           330,      21.1,         12.82,         26670,           5.8,          8.06,          9.58,         12.02,         15.95,         19.04,         16770,         19930,         25000,         33180,         39600,,
47-4099,"Construction and related workers, all other",,         63340,       7.8,         15.50,         32230,           1.5,          8.71,         10.98,         14.36,         18.81,         24.40,         18110,         22830,         29860,         39120,         50760,,
47-5011,"Derrick operators, oil and gas",,         13270,       6.1,         17.16,         35690,           1.4,         11.36,         13.38,         16.29,         20.26,         25.01,         23630,         27840,         33880,         42140,         52010,,
47-5012,"Rotary drill operators, oil and gas",,         15500,       6.3,         19.18,         39880,           1.8,         11.64,         13.84,         18.03,         23.66,         28.98,         24210,         28790,         37490,         49210,         60290,,
47-5013,"Service unit operators, oil, gas, and mining",,         19530,       6.4,         16.61,         34560,           1.9,          9.53,         11.44,         14.74,         19.69,         26.31,         19820,         23800,         30670,         40960,         54730,,
47-5021,"Earth drillers, except oil and gas",,         18800,       4.8,         17.20,         35770,           1.4,         10.62,         13.09,         16.23,         20.26,         25.27,         22090,         27240,         33770,         42140,         52560,,
47-5031,"Explosives workers, ordnance handling experts, and blasters",,          4800,       6.2,         19.33,         40210,           1.7,         13.60,         15.47,         18.65,         22.25,         26.49,         28290,         32170,         38780,         46280,         55100,,
47-5041,Continuous mining machine operators,,          9000,       7.0,         18.67,         38830,           1.5,         12.46,         15.60,         18.80,         21.29,         25.20,         25910,         32460,         39100,         44290,         52410,,
47-5042,Mine cutting and channeling machine operators,,          6080,       5.9,         18.12,         37680,           1.9,         11.16,         15.16,         18.64,         21.00,         24.16,         23210,         31540,         38770,         43670,         50260,,
47-5049,"Mining machine operators, all other",,          2450,      14.5,         18.26,         37970,           3.0,         11.82,         14.40,         17.37,         21.15,         26.57,         24580,         29960,         36120,         44000,         55260,,
