CIP_Code,CIP_Desc,credential_level_tags,year,avg_debt_debt_all_stgp_any_mean,avg_postgrad_earnings,avg_income_a_mean_broad_detailed,weighted_income_a_mean_by_tot_emp,avg_income_a_pct10_broad_detailed,avg_income_a_pct90_broad_detailed,sum_employment_tot_emp
4902,Construction/Heavy Equipment/Earthmoving Equipment Operation.,Associate's Degree|Undergraduate Certificate or Diploma,2017,11047,33259,51013,42794,30414,77591,4113580
4902,Construction/Heavy Equipment/Earthmoving Equipment Operation.,Undergraduate Certificate or Diploma,2018,11453,35301,52158,43856,31492,78760,4247790
4902,Construction/Heavy Equipment/Earthmoving Equipment Operation.,Undergraduate Certificate or Diploma,2019,11675,38232,53451,45387,32197,80297,4598180
4902,Construction/Heavy Equipment/Earthmoving Equipment Operation.,Undergraduate Certificate or Diploma,2020,12575,,54306,47029,32914,80419,4526930
4903,Commercial Fishing.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,15889,,63242,76052,30625,102658,53130
4903,Commercial Fishing.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,15531,55820,65020,77006,31965,108872,49460
4903,Commercial Fishing.,Bachelor's Degree|Undergraduate Certificate or Diploma,2018,16640,57248,66978,78144,32595,113662,51020
4903,Commercial Fishing.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,16342,55696,70772,82831,34180,119562,47320
4903,Commercial Fishing.,Bachelor's Degree|Undergraduate Certificate or Diploma,2020,15840,,74050,84541,36068,118350,40910
4999,"Transportation and Materials Moving, Other.",Undergraduate Certificate or Diploma,2016,9680,,,,,,
4999,"Transportation and Materials Moving, Other.",Bachelor's Degree|Undergraduate Certificate or Diploma,2017,13940,36367,,,,,
4999,"Transportation and Materials Moving, Other.",Bachelor's Degree,2018,24091,59620,,,,,
5001,Digital Arts.,Associate's Degree|Bachelor's Degree,2016,26725,,63786,63047,29834,106661,448010
5001,Digital Arts.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,23547,23843,64912,63342,30629,108338,452540
5001,Digital Arts.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,25544,25937,66174,65264,31108,110251,452670
5001,Digital Arts.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,24423,23893,68634,67751,31105,116591,457380
5001,Digital Arts.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,22609,,71118,70702,31791,121778,424000
5002,"Crafts/Craft Design, Folk Art and Artisanry.",Bachelor's Degree,2016,27059,,61527,78090,28270,103003,111100
5002,"Crafts/Craft Design, Folk Art and Artisanry.",Associate's Degree|Bachelor's Degree,2017,23013,22000,62163,76262,28340,104217,106850
5002,"Crafts/Craft Design, Folk Art and Artisanry.",Associate's Degree|Bachelor's Degree,2018,24348,21733,63583,80026,28783,108433,104910
5002,"Crafts/Craft Design, Folk Art and Artisanry.",Bachelor's Degree,2019,31432,19864,63237,80178,27947,107473,106250
5002,"Crafts/Craft Design, Folk Art and Artisanry.",Bachelor's Degree,2020,26063,,64230,81857,27903,109677,102480
5003,Ballet.,Bachelor's Degree|Undergraduate Certificate or Diploma,2016,22741,,67330,72673,28225,117235,114240
5003,Ballet.,Bachelor's Degree|Undergraduate Certificate or Diploma,2017,23314,22620,65845,70397,28230,113260,110350
5003,Ballet.,Bachelor's Degree|Undergraduate Certificate or Diploma,2018,20155,23318,68060,73853,28850,121955,109120
5003,Ballet.,Bachelor's Degree,2019,20946,23297,68405,74514,28490,125635,108380
5003,Ballet.,Bachelor's Degree|Undergraduate Certificate or Diploma,2020,22395,,68390,77512,27700,127155,102120
5004,Commercial Photography.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,26980,,69639,66508,31708,116568,757200
5004,Commercial Photography.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,25379,27596,70757,66927,32009,118276,758650
5004,Commercial Photography.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,24503,30115,73433,69025,33719,123855,756760
5004,Commercial Photography.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,24665,29612,75685,71827,34828,128879,786590
5004,Commercial Photography.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,23855,,77982,75243,35560,132037,742470
5005,Acting.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,22702,,68200,59951,27558,120545,431630
5005,Acting.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,22764,20883,67779,59772,28288,117212,420510
5005,Acting.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,22196,22730,69185,59848,29019,122315,424770
5005,Acting.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,21771,21761,70855,63590,30220,126922,429310
5005,Acting.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,20706,,72684,67330,30590,130344,392060
5006,Cinematography and Film/Video Production.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,26256,,72880,78282,29330,133875,341960
5006,Cinematography and Film/Video Production.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,25196,21942,72092,76722,29772,128212,342350
5006,Cinematography and Film/Video Production.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,25590,24469,73640,77992,30710,132045,340840
5006,Cinematography and Film/Video Production.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,25312,22748,75782,80646,31460,136603,352080
5006,Cinematography and Film/Video Production.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,22294,,77362,83263,32900,139672,323440
5007,"Art History, Criticism and Conservation.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,25361,,59999,62885,29498,98831,1294930
5007,"Art History, Criticism and Conservation.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,25217,23702,60861,63964,30138,100076,1318230
5007,"Art History, Criticism and Conservation.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,25493,25734,62032,65555,30617,101750,1344090
5007,"Art History, Criticism and Conservation.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,24520,24585,64092,67442,30984,106586,1333530
5007,"Art History, Criticism and Conservation.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,22901,,66568,69367,32022,111303,1262440
5009,Brass Instruments.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2016,23451,,67085,61015,29592,115330,1175970
5009,Brass Instruments.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,23613,25255,67812,62049,30272,115978,1191280
5009,Brass Instruments.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,22749,26815,67548,63491,30855,118552,1213230
5009,Brass Instruments.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,22390,25671,70228,65023,31202,123935,1194510
5009,Brass Instruments.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,22141,,71262,66665,31772,124825,1137010
5010,"Arts, Entertainment, and Media Management, General.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,23695,,86846,102185,33768,160804,649050
5010,"Arts, Entertainment, and Media Management, General.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,23679,25056,87006,102711,34530,156940,673600
5010,"Arts, Entertainment, and Media Management, General.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,25187,24436,87742,105325,35688,158736,702770
5010,"Arts, Entertainment, and Media Management, General.",Associate's Degree|Bachelor's Degree,2019,25866,25331,84750,88907,32765,159465,250910
5010,"Arts, Entertainment, and Media Management, General.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,24203,,86315,90979,32505,163152,236100
5099,"Visual and Performing Arts, Other.",Associate's Degree|Bachelor's Degree,2016,21512,,81050,81050,34930,140070,99020
5099,"Visual and Performing Arts, Other.",Associate's Degree|Bachelor's Degree,2017,20264,29000,78720,78720,35120,134000,95110
5099,"Visual and Performing Arts, Other.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,18518,25823,82560,82560,36360,146290,94310
5099,"Visual and Performing Arts, Other.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,19997,23937,83220,83220,35180,149560,94060
5099,"Visual and Performing Arts, Other.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,21592,,84780,84780,34220,153060,91170
5100,"Health Services/Allied Health/Health Sciences, General.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,25104,,49535,49968,27010,79805,109470
5100,"Health Services/Allied Health/Health Sciences, General.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,23514,33461,50675,50917,28295,80830,112800
5100,"Health Services/Allied Health/Health Sciences, General.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,23954,34592,51570,51757,29050,82210,114910
5100,"Health Services/Allied Health/Health Sciences, General.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,24492,34598,52445,52420,29775,83515,117540
5100,"Health Services/Allied Health/Health Sciences, General.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,23295,,54060,54008,30865,86340,116590
5102,Audiology/Audiologist and Speech-Language Pathology/Pathologist.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,21544,,94310,104569,47003,115175,335030
5102,Audiology/Audiologist and Speech-Language Pathology/Pathologist.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,21440,26696,94233,103825,47777,115030,348990
5102,Audiology/Audiologist and Speech-Language Pathology/Pathologist.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,21296,25466,95077,103838,48120,118985,359680
5102,Audiology/Audiologist and Speech-Language Pathology/Pathologist.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,21068,24117,95840,103699,49400,121005,369870
5102,Audiology/Audiologist and Speech-Language Pathology/Pathologist.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate,2020,21419,,99120,106489,50253,125475,361790
5105,Advanced General Dentistry.,Undergraduate Certificate or Diploma,2016,16862,,165554,132590,59399,95730,366640
5105,Advanced General Dentistry.,Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,15909,182350,175010,132016,67474,97160,377950
5105,Advanced General Dentistry.,Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,15621,215210,170879,132099,67579,98530,386310
5105,Advanced General Dentistry.,Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,15836,,175380,132539,69606,98680,387700
5105,Advanced General Dentistry.,Post-baccalaureate Certificate,2020,18069,,178660,133543,65413,101890,369180
5106,Dental Assisting/Assistant.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,15590,,68027,67744,30483,56985,551140
5106,Dental Assisting/Assistant.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,15356,31965,67857,67777,30907,58305,567400
5106,Dental Assisting/Assistant.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,15901,35325,68423,68612,31877,59490,575020
5106,Dental Assisting/Assistant.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,16459,36264,71088,71245,37780,75363,809410
5106,Dental Assisting/Assistant.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,16536,,72620,74259,38510,76607,737810
5107,Clinical Research Coordinator.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2016,23665,,68161,63189,35102,108596,4313040
5107,Clinical Research Coordinator.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,23792,27137,69522,64440,35820,110896,4436590
5107,Clinical Research Coordinator.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,23597,29219,71141,66163,36610,114106,4563830
5107,Clinical Research Coordinator.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,24312,29239,72102,63116,38935,113945,5155840
5107,Clinical Research Coordinator.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,23234,,74188,65015,39864,117686,5069510
5108,"Allied Health and Medical Assisting Services, Other.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,18069,,50467,46457,28646,59794,1831650
5108,"Allied Health and Medical Assisting Services, Other.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,17960,26030,51857,47428,29488,60851,1728670
5108,"Allied Health and Medical Assisting Services, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,18147,28511,52628,48185,29762,62095,1767710
5108,"Allied Health and Medical Assisting Services, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,18023,28717,54089,48974,30768,62053,1690970
5108,"Allied Health and Medical Assisting Services, Other.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,17280,,55596,50346,31584,63320,1679280
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions, Other.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,20301,,69855,73850,41736,93035,1076310
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions, Other.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,20129,42124,70999,74741,42762,95259,1101930
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions, Other.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,20166,45498,71900,75841,43556,96879,1129910
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions, Other.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,20141,45920,74129,80433,45164,100271,1037040
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions, Other.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,20191,,75898,82804,46239,102245,1037710
5110,Blood Bank Technology Specialist.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2016,20420,,53290,61501,29706,61751,943590
5110,Blood Bank Technology Specialist.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,20379,37379,53907,66636,28982,58004,632040
5110,Blood Bank Technology Specialist.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,20833,41094,54475,67228,29517,58938,643760
5110,Blood Bank Technology Specialist.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,21076,41966,56508,72275,30688,56978,525260
5110,Blood Bank Technology Specialist.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,20845,,58278,74414,31244,58712,518470
5111,"Health/Medical Preparatory Programs, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2016,24138,,,,,,
5111,"Health/Medical Preparatory Programs, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,20547,30988,,,,,
5111,"Health/Medical Preparatory Programs, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,19985,30810,,,,,
5111,"Health/Medical Preparatory Programs, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,19805,27686,,,,,
5111,"Health/Medical Preparatory Programs, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,19363,,,,,,
5112,"Medicine, Other.",Bachelor's Degree,2016,17896,,144110,144110,48830,,9800
5112,"Medicine, Other.",Bachelor's Degree,2017,17874,,148470,148470,50930,,9670
5112,"Medicine, Other.",Bachelor's Degree,2018,12610,17846,148220,148220,52060,,9500
5112,"Medicine, Other.",Bachelor's Degree,2019,14411,,208224,213227,78637,,268650
5112,"Medicine, Other.",Bachelor's Degree,2020,21308,,212667,216533,79519,,259480
5114,Clinical and Translational Science.,Post-baccalaureate Certificate,2020,17520,,132034,123567,59152,145345,415130
5115,Clinical Pastoral Counseling/Patient Counseling.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2016,20374,,58270,60072,29975,85548,1407990
5115,Clinical Pastoral Counseling/Patient Counseling.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,21136,28892,60650,63308,31401,88999,1212120
5115,Clinical Pastoral Counseling/Patient Counseling.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,22756,30143,62185,64338,32297,91748,1248900
5115,Clinical Pastoral Counseling/Patient Counseling.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,23279,30560,61201,63426,32817,90011,1344710
5115,Clinical Pastoral Counseling/Patient Counseling.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,22133,,63212,65133,34232,93250,1347570
5116,,Associate's Degree|Undergraduate Certificate or Diploma,2016,18838,,,,,,
5116,,Undergraduate Certificate or Diploma,2017,17547,35650,,,,,
5116,,Bachelor's Degree|Undergraduate Certificate or Diploma,2018,22923,38687,,,,,
5116,,Bachelor's Degree|Undergraduate Certificate or Diploma,2019,25261,23424,,,,,
5118,Ophthalmic Technician/Technologist.,Associate's Degree|Undergraduate Certificate or Diploma,2016,13783,,37450,37558,23740,54255,119260
5118,Ophthalmic Technician/Technologist.,Associate's Degree|Undergraduate Certificate or Diploma,2017,14607,29200,38285,38459,24545,55475,123510
5118,Ophthalmic Technician/Technologist.,Associate's Degree|Undergraduate Certificate or Diploma,2018,14656,33627,39075,39207,24720,57430,125140
5118,Ophthalmic Technician/Technologist.,Associate's Degree|Undergraduate Certificate or Diploma,2019,15399,33361,39745,39848,25310,58605,130930
5118,Ophthalmic Technician/Technologist.,Associate's Degree|Undergraduate Certificate or Diploma,2020,15483,,40695,40739,25955,60040,128140
5120,Clinical and Industrial Drug Development.,Associate's Degree|Bachelor's Degree,2016,20680,,112394,118182,54718,164622,2300800
5120,Clinical and Industrial Drug Development.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,20010,45378,114172,119777,55348,168173,2376030
5120,Clinical and Industrial Drug Development.,Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,21536,37566,116264,121790,56698,171112,2491750
5120,Clinical and Industrial Drug Development.,Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,21688,44638,117945,125016,58005,172727,2123540
5120,Clinical and Industrial Drug Development.,Bachelor's Degree|Post-baccalaureate Certificate,2020,22590,,121275,128729,59545,172236,2127050
5122,Behavioral Aspects of Health.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2016,26846,,86041,92727,43038,128997,1134640
5122,Behavioral Aspects of Health.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,25768,33009,87125,93696,43838,130798,1175080
5122,Behavioral Aspects of Health.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,28119,34021,88306,94957,44668,132609,1229810
5122,Behavioral Aspects of Health.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,28039,33042,86060,93817,45185,129683,1397110
5122,Behavioral Aspects of Health.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,27321,,89048,96635,46908,127445,1413770
5123,Animal-Assisted Therapy.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2016,24160,,71492,88570,38859,100213,814410
5123,Animal-Assisted Therapy.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,23715,35696,71842,88803,38899,101185,846830
5123,Animal-Assisted Therapy.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,23326,33350,73105,89280,39742,103692,871750
5123,Animal-Assisted Therapy.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,23589,33134,73455,90177,40349,104097,899150
5123,Animal-Assisted Therapy.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,23557,,75680,93121,41658,107009,869080
5124,,Bachelor's Degree,2018,16991,,,,,,
5125,,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate,2018,28812,,,,,,
5125,,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,21134,27422,,,,,
5126,Health Aide.,Associate's Degree|Undergraduate Certificate or Diploma,2016,11939,,32483,34184,20563,47920,151070
5126,Health Aide.,Associate's Degree|Undergraduate Certificate or Diploma,2017,11708,18727,33430,34815,20973,51097,149060
5126,Health Aide.,Undergraduate Certificate or Diploma,2018,12660,20235,33397,35277,20503,51373,143950
5126,Health Aide.,Undergraduate Certificate or Diploma,2019,13212,19080,33362,31287,21292,49734,1625040
5126,Health Aide.,Undergraduate Certificate or Diploma,2020,11913,,34210,32620,21960,50298,1570740
5127,"Medical Illustration and Informatics, Other.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,29249,,65700,73065,22305,116885,206390
5127,"Medical Illustration and Informatics, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,28017,61900,66075,73672,21305,116965,200500
5127,"Medical Illustration and Informatics, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate,2018,27899,54636,67680,75883,23755,117100,195370
5127,"Medical Illustration and Informatics, Other.",Associate's Degree|Bachelor's Degree,2019,30276,61154,90905,89842,41352,148350,637610
5127,"Medical Illustration and Informatics, Other.",Associate's Degree|Bachelor's Degree,2020,28017,,94770,94523,41642,156652,598610
5131,Clinical Nutrition/Nutritionist.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2016,26522,,44515,49238,27425,64185,93670
5131,Clinical Nutrition/Nutritionist.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,25984,29360,44880,49573,27950,64520,96350
5131,Clinical Nutrition/Nutritionist.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,26333,32613,45670,50596,28935,65355,98210
5131,Clinical Nutrition/Nutritionist.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,26555,31544,46755,52934,29540,67200,96900
5131,Clinical Nutrition/Nutritionist.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,24311,,48535,55252,30410,69500,92760
5132,Arts in Medicine/Health.,Associate's Degree|Bachelor's Degree,2016,22812,,77488,93671,36930,122509,1184080
5132,Arts in Medicine/Health.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,20203,,78382,95038,36470,124744,1209450
5132,Arts in Medicine/Health.,Associate's Degree|Bachelor's Degree,2018,25222,80613,80924,97547,38701,128447,1236450
5132,Arts in Medicine/Health.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,27707,,85824,103303,41043,137043,1244800
5133,Acupuncture and Oriental Medicine.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,26838,,57960,57960,25960,104050,36000
5133,Acupuncture and Oriental Medicine.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,26232,24875,60600,60600,26710,107670,34700
5133,Acupuncture and Oriental Medicine.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,25935,30496,63340,63340,28500,111740,32680
5133,Acupuncture and Oriental Medicine.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,24964,26896,,,,,
5133,Acupuncture and Oriental Medicine.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,27305,,,,,,
5134,"Alternative and Complementary Medical Support Services, Other.",Undergraduate Certificate or Diploma,2016,32297,,,,,,
5134,"Alternative and Complementary Medical Support Services, Other.",Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,28662,,,,,,
5134,"Alternative and Complementary Medical Support Services, Other.",Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,31630,24866,,,,,
5134,"Alternative and Complementary Medical Support Services, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate,2019,30463,,,,,,
5134,"Alternative and Complementary Medical Support Services, Other.",Associate's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,26693,,,,,,
5135,Asian Bodywork Therapy.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,13836,,84955,97977,31585,74870,282570
5135,Asian Bodywork Therapy.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,13481,18184,83920,95864,31750,77470,297910
5135,Asian Bodywork Therapy.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,13388,19667,84100,95933,32355,78280,304640
5135,Asian Bodywork Therapy.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,13306,19967,84400,95799,33080,80630,309160
5135,Asian Bodywork Therapy.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,13631,,86120,101760,33210,79150,285080
5136,Hypnotherapy/Hypnotherapist.,Bachelor's Degree|Undergraduate Certificate or Diploma,2016,11292,,76267,77109,32167,84255,455470
5136,Hypnotherapy/Hypnotherapist.,Undergraduate Certificate or Diploma,2017,16455,22250,74967,75736,31770,84825,486710
5136,Hypnotherapy/Hypnotherapist.,Bachelor's Degree|Undergraduate Certificate or Diploma,2018,15049,20400,74860,74709,32043,85870,519900
5136,Hypnotherapy/Hypnotherapist.,Bachelor's Degree|Undergraduate Certificate or Diploma,2019,17605,23718,75110,74045,32183,85370,539590
5136,Hypnotherapy/Hypnotherapist.,Undergraduate Certificate or Diploma,2020,20717,,77543,80541,33250,86355,459820
5137,Aromatherapy.,Bachelor's Degree|Post-baccalaureate Certificate,2018,29664,28580,63340,63340,28500,111740,32680
5137,Aromatherapy.,Bachelor's Degree|Post-baccalaureate Certificate,2019,30398,,,,,,
5137,Aromatherapy.,Post-baccalaureate Certificate,2020,31977,,,,,,
5138,Adult Health Nurse/Nursing.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2016,25846,,104602,78350,65357,135242,3441900
