CIP_Code,CIP_Desc,credential_level_tags,year,avg_debt_debt_all_stgp_any_mean,avg_postgrad_earnings,avg_income_a_mean_broad_detailed,weighted_income_a_mean_by_tot_emp,avg_income_a_pct10_broad_detailed,avg_income_a_pct90_broad_detailed,sum_employment_tot_emp
3001,Biological and Physical Sciences.,Associate's Degree|Bachelor's Degree,2019,14968,28281,97367,72339,46053,121935,1304890
3001,Biological and Physical Sciences.,Associate's Degree|Bachelor's Degree,2020,15349,,102900,75554,47253,129340,1261610
3005,Peace Studies and Conflict Resolution.,Bachelor's Degree,2016,17160,,75860,75009,34320,124607,237550
3005,Peace Studies and Conflict Resolution.,Bachelor's Degree|Undergraduate Certificate or Diploma,2017,21062,40433,76960,75909,35133,126397,230870
3005,Peace Studies and Conflict Resolution.,Bachelor's Degree|Undergraduate Certificate or Diploma,2018,20175,41896,78500,78253,38230,129010,225520
3005,Peace Studies and Conflict Resolution.,Bachelor's Degree|Undergraduate Certificate or Diploma,2019,24284,35064,80710,81517,40603,131337,241100
3005,Peace Studies and Conflict Resolution.,Bachelor's Degree|Undergraduate Certificate or Diploma,2020,23771,,84717,86896,40637,140400,235120
3006,Systems Science and Theory.,Bachelor's Degree,2016,23997,,93070,99726,38925,151330,598540
3006,Systems Science and Theory.,Bachelor's Degree,2017,25456,39950,93905,101400,36395,154095,619390
3006,Systems Science and Theory.,Bachelor's Degree,2018,25323,44775,96290,104621,40020,159960,646590
3006,Systems Science and Theory.,Bachelor's Degree,2019,26516,46750,80720,80720,31570,144210,201320
3006,Systems Science and Theory.,Bachelor's Degree,2020,20088,,86430,86430,29030,156550,194740
3008,Mathematics and Computer Science.,Bachelor's Degree,2016,22359,,106227,133904,51723,155298,496580
3008,Mathematics and Computer Science.,Bachelor's Degree,2017,24244,57700,112880,137505,55930,158053,507730
3008,Mathematics and Computer Science.,Bachelor's Degree,2018,19690,74186,116150,141477,57864,161873,537950
3008,Mathematics and Computer Science.,Bachelor's Degree,2019,17644,79854,114382,124311,56158,158200,980420
3008,Mathematics and Computer Science.,Bachelor's Degree,2020,19383,,118562,131170,58615,161975,979980
3010,Biopsychology.,Bachelor's Degree,2017,30025,,98206,99845,47406,148765,290390
3010,Biopsychology.,Bachelor's Degree,2019,23603,,103628,106173,50730,152678,319160
3010,Biopsychology.,Bachelor's Degree,2020,28152,,107858,111691,52820,158335,324570
3011,Gerontology.,Bachelor's Degree|Undergraduate Certificate or Diploma,2016,27912,,93892,109315,42002,136630,343850
3011,Gerontology.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,24450,33800,94188,108764,42672,138313,354220
3011,Gerontology.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,24220,30291,95502,108783,43932,139260,367950
3011,Gerontology.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,24629,31147,96498,109279,45272,138033,376430
3011,Gerontology.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,21884,,99020,112309,46075,142550,374300
3012,Cultural Resource Management and Policy Analysis.,Bachelor's Degree,2016,21532,,77258,98896,35006,128458,616310
3012,Cultural Resource Management and Policy Analysis.,Bachelor's Degree|Post-baccalaureate Certificate,2017,21797,,78166,100506,33622,131212,638380
3012,Cultural Resource Management and Policy Analysis.,Bachelor's Degree,2019,21343,24160,73830,80235,32952,126850,221520
3012,Cultural Resource Management and Policy Analysis.,Bachelor's Degree,2020,22124,,76208,85535,33138,131445,214020
3014,Museology/Museum Studies.,Undergraduate Certificate or Diploma,2017,20567,,58475,71603,26222,97055,219190
3014,Museology/Museum Studies.,Undergraduate Certificate or Diploma,2018,19845,,59688,73496,28092,99122,215500
3015,"Science, Technology and Society.",Bachelor's Degree,2016,21706,,105070,87630,45955,130090,249650
3015,"Science, Technology and Society.",Bachelor's Degree,2017,21441,56350,104150,88149,41550,131390,245480
3015,"Science, Technology and Society.",Bachelor's Degree,2018,23610,49098,108335,92472,46245,136490,244010
3015,"Science, Technology and Society.",Bachelor's Degree,2019,21228,40101,113085,97013,48810,144210,269040
3015,"Science, Technology and Society.",Bachelor's Degree,2020,20313,,120680,105635,50215,156550,270610
3016,Accounting and Computer Science.,Undergraduate Certificate or Diploma,2016,16672,,109726,103584,52798,153967,2257920
3016,Accounting and Computer Science.,Undergraduate Certificate or Diploma,2017,14703,28100,112608,106683,54360,157720,2292640
3016,Accounting and Computer Science.,Undergraduate Certificate or Diploma,2019,18317,,113287,109306,54388,159462,2878330
3016,Accounting and Computer Science.,Undergraduate Certificate or Diploma,2020,21514,,116265,113235,56033,163440,2859610
3017,Behavioral Sciences.,Associate's Degree|Bachelor's Degree,2016,38546,,72333,65740,36386,112751,343340
3017,Behavioral Sciences.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,36664,29331,72619,65311,36870,113303,367140
3017,Behavioral Sciences.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,35670,30432,75306,67220,38063,117291,376080
3017,Behavioral Sciences.,Associate's Degree|Bachelor's Degree,2019,36180,31477,75783,68151,39250,116663,381360
3017,Behavioral Sciences.,Associate's Degree|Bachelor's Degree,2020,35546,,78834,71317,40583,121581,371520
3018,Natural Sciences.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2016,14865,,97938,88244,45870,140487,276500
3018,Natural Sciences.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,17324,28533,99438,89215,43998,143577,269920
3018,Natural Sciences.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate,2018,18794,31087,103978,93528,46902,150210,268240
3018,Natural Sciences.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate,2019,17748,24774,106032,97670,47170,151663,293040
3018,Natural Sciences.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate,2020,19747,,110908,105625,48018,160733,296200
3019,Nutrition Sciences.,Bachelor's Degree|Post-baccalaureate Certificate,2016,23465,,80772,100188,39314,105123,440600
3019,Nutrition Sciences.,Bachelor's Degree|Post-baccalaureate Certificate,2017,22267,29310,81249,99573,39449,107784,452820
3019,Nutrition Sciences.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate,2018,22899,31142,83700,101392,40559,111527,469310
3019,Nutrition Sciences.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate,2019,22711,28018,85639,103733,40676,115169,477050
3019,Nutrition Sciences.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate,2020,23177,,88527,108741,41692,118556,478750
3020,International/Globalization Studies.,Bachelor's Degree|Undergraduate Certificate or Diploma,2016,20746,,99100,94440,47430,163560,19670
3020,International/Globalization Studies.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,20075,29803,95540,88152,38955,163150,22900
3020,International/Globalization Studies.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,19875,31204,101625,94585,45325,171350,23330
3020,International/Globalization Studies.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,19763,30379,102825,94566,45920,164565,22840
3020,International/Globalization Studies.,Bachelor's Degree|Undergraduate Certificate or Diploma,2020,20087,,104885,95444,47870,168295,23630
3022,Ancient Studies/Civilization.,Bachelor's Degree,2017,20018,,78056,80871,37086,130600,45920
3022,Ancient Studies/Civilization.,Bachelor's Degree,2018,20128,21508,79042,81956,37684,131038,45310
3022,Ancient Studies/Civilization.,Bachelor's Degree,2020,17039,,82304,84423,40012,135502,45950
3023,Intercultural/Multicultural and Diversity Studies.,Bachelor's Degree,2016,20401,,82725,81604,42185,134220,45440
3023,Intercultural/Multicultural and Diversity Studies.,Bachelor's Degree,2017,23694,20400,83280,83252,42110,137030,45340
3023,Intercultural/Multicultural and Diversity Studies.,Bachelor's Degree,2018,29828,26064,85600,85685,43495,139925,45380
3023,Intercultural/Multicultural and Diversity Studies.,Bachelor's Degree|Undergraduate Certificate or Diploma,2020,17747,,90035,90723,47675,143670,44530
3025,"Cognitive Science, General.",Bachelor's Degree,2016,18593,,62995,61953,29112,82836,600190
3025,"Cognitive Science, General.",Bachelor's Degree,2017,18552,38900,63260,61943,28005,84216,615060
3025,"Cognitive Science, General.",Bachelor's Degree,2018,15127,45418,65087,63918,30023,85380,615420
3025,"Cognitive Science, General.",Bachelor's Degree,2019,15786,43102,68252,67339,31555,90852,650570
3025,"Cognitive Science, General.",Bachelor's Degree,2020,18068,,71937,73815,33160,94960,609870
3026,Cultural Studies/Critical Theory and Analysis.,Bachelor's Degree,2016,18253,,79813,75430,36453,132843,240310
3026,Cultural Studies/Critical Theory and Analysis.,Bachelor's Degree,2017,15832,19600,80397,76296,35080,135150,234610
3026,Cultural Studies/Critical Theory and Analysis.,Bachelor's Degree,2018,18138,35374,82730,78712,38160,138780,229130
3026,Cultural Studies/Critical Theory and Analysis.,Bachelor's Degree,2019,21046,,85607,82008,41000,142437,245610
3026,Cultural Studies/Critical Theory and Analysis.,Bachelor's Degree,2020,16214,,88833,87229,41460,147963,239270
3027,Human Biology.,Bachelor's Degree,2016,18817,,89608,98042,45042,132106,196880
3027,Human Biology.,Bachelor's Degree|Undergraduate Certificate or Diploma,2017,20782,30133,89248,98271,42493,134210,201900
3027,Human Biology.,Bachelor's Degree|Undergraduate Certificate or Diploma,2018,19562,33486,93272,102927,45563,139482,213890
3027,Human Biology.,Bachelor's Degree,2019,16843,26748,95272,107461,47105,139190,218150
3027,Human Biology.,Bachelor's Degree,2020,18171,,98845,113332,49190,143696,228420
3028,Dispute Resolution.,Undergraduate Certificate or Diploma,2016,16263,,92070,85242,32808,141227,184770
3028,Dispute Resolution.,Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,22811,30400,92168,87392,33160,144270,185860
3028,Dispute Resolution.,Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,13892,,94382,91194,32438,147647,184600
3028,Dispute Resolution.,Post-baccalaureate Certificate,2019,42643,,95245,92601,33430,148363,181770
3030,Computational Science.,Bachelor's Degree,2020,19227,,106484,99435,48374,156400,843560
3031,Human Computer Interaction.,Bachelor's Degree,2016,40566,,117705,141002,60765,155580,385050
3031,Human Computer Interaction.,Bachelor's Degree|Undergraduate Certificate or Diploma,2017,32962,25300,120660,145021,62565,159180,397920
3031,Human Computer Interaction.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,27221,37027,124530,148525,63600,166710,423860
3031,Human Computer Interaction.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,27061,31950,118672,125045,61000,168733,889700
3031,Human Computer Interaction.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,27658,,122010,131664,63160,172477,882320
3032,Marine Sciences.,Bachelor's Degree,2017,18800,28200,91997,86212,43777,136832,428540
3032,Marine Sciences.,Bachelor's Degree,2018,19038,29478,94786,89545,45927,140422,431630
3032,Marine Sciences.,Bachelor's Degree,2019,17310,27607,97046,92738,47237,142835,459430
3032,Marine Sciences.,Bachelor's Degree,2020,16118,,100583,98791,47980,150217,461040
3033,Sustainability Studies.,Bachelor's Degree,2016,23419,,84776,82431,43453,120397,431080
3033,Sustainability Studies.,Bachelor's Degree|Undergraduate Certificate or Diploma,2017,27396,31533,84944,83092,42236,122143,426230
3033,Sustainability Studies.,Bachelor's Degree|Undergraduate Certificate or Diploma,2018,26623,44786,87556,86226,43964,126337,426100
3033,Sustainability Studies.,Bachelor's Degree|Undergraduate Certificate or Diploma,2019,24374,28498,85100,87027,44021,121160,486330
3033,Sustainability Studies.,Bachelor's Degree|Undergraduate Certificate or Diploma,2020,21349,,88330,92774,44514,125463,487720
3099,"Multi-/Interdisciplinary Studies, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2016,24592,,,,,,
3099,"Multi-/Interdisciplinary Studies, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,24259,34965,,,,,
3099,"Multi-/Interdisciplinary Studies, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,24755,36163,,,,,
3099,"Multi-/Interdisciplinary Studies, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,24796,37342,,,,,
3099,"Multi-/Interdisciplinary Studies, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,24323,,,,,,
3101,"Parks, Recreation, and Leisure Studies.",Associate's Degree|Bachelor's Degree,2016,22749,,67870,67870,28290,119830,17390
3101,"Parks, Recreation, and Leisure Studies.",Associate's Degree|Bachelor's Degree,2017,21697,30948,69560,69560,31440,123960,16630
3101,"Parks, Recreation, and Leisure Studies.",Associate's Degree|Bachelor's Degree,2018,21040,32833,72190,72190,32620,127970,16490
3101,"Parks, Recreation, and Leisure Studies.",Associate's Degree|Bachelor's Degree,2019,21601,31759,73720,73720,33740,127910,15880
3101,"Parks, Recreation, and Leisure Studies.",Bachelor's Degree,2020,22067,,75430,75430,33140,130580,14730
3103,Golf Course Operation and Grounds Management.,Associate's Degree|Bachelor's Degree,2016,23731,,66480,93218,30617,58065,3198510
3103,Golf Course Operation and Grounds Management.,Associate's Degree|Bachelor's Degree,2017,23255,28379,67727,94650,31287,59655,3224880
3103,Golf Course Operation and Grounds Management.,Associate's Degree|Bachelor's Degree,2018,22819,31549,68700,95962,32207,61085,3304640
3103,Golf Course Operation and Grounds Management.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,22514,30537,69243,96666,33047,62375,3416520
3103,Golf Course Operation and Grounds Management.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,23079,,71193,99369,34133,64480,3323520
3105,Exercise Science and Kinesiology.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,22911,,55595,43914,24615,81644,547000
3105,Exercise Science and Kinesiology.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,22783,27589,57913,45184,25660,84364,574570
3105,Exercise Science and Kinesiology.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,22713,29334,58618,46131,26035,86300,606360
3105,Exercise Science and Kinesiology.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,22428,28425,60362,46976,26577,86796,629980
3105,Exercise Science and Kinesiology.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,22253,,61528,48361,27240,88610,514120
3106,Outdoor Education.,Undergraduate Certificate or Diploma,2016,12725,,27230,27230,18000,41660,336880
3106,Outdoor Education.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,20363,,27950,27950,18480,42560,352350
3106,Outdoor Education.,Associate's Degree|Bachelor's Degree,2018,21074,,28310,28310,18470,42670,353570
3106,Outdoor Education.,Bachelor's Degree,2019,20227,27786,29330,29330,18860,44000,358750
3106,Outdoor Education.,Bachelor's Degree,2020,23986,,30960,30960,19510,46510,325640
3199,"Parks, Recreation, Leisure, Fitness, and Kinesiology, Other.",Associate's Degree|Bachelor's Degree,2016,21516,,,,,,
3199,"Parks, Recreation, Leisure, Fitness, and Kinesiology, Other.",Associate's Degree|Bachelor's Degree,2017,20379,24000,,,,,
3199,"Parks, Recreation, Leisure, Fitness, and Kinesiology, Other.",Bachelor's Degree,2018,23210,28231,,,,,
3199,"Parks, Recreation, Leisure, Fitness, and Kinesiology, Other.",Bachelor's Degree,2019,21902,28045,,,,,
3199,"Parks, Recreation, Leisure, Fitness, and Kinesiology, Other.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,20108,,,,,,
3201,Accent Reduction/Modification.,Associate's Degree|Undergraduate Certificate or Diploma,2016,13429,,,,,,
3201,Accent Reduction/Modification.,Associate's Degree|Undergraduate Certificate or Diploma,2017,13394,34225,,,,,
3201,Accent Reduction/Modification.,Associate's Degree|Undergraduate Certificate or Diploma,2018,14811,45066,,,,,
3201,Accent Reduction/Modification.,Undergraduate Certificate or Diploma,2019,12147,71892,,,,,
3201,Accent Reduction/Modification.,Undergraduate Certificate or Diploma,2020,15174,,,,,,
3401,Addiction Prevention and Treatment.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,16473,,,,,,
3401,Addiction Prevention and Treatment.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,17671,25200,,,,,
3401,Addiction Prevention and Treatment.,Bachelor's Degree|Undergraduate Certificate or Diploma,2018,18348,25002,,,,,
3401,Addiction Prevention and Treatment.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,17820,31965,,,,,
3401,Addiction Prevention and Treatment.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,17563,,,,,,
3601,Art.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,20380,,,,,,
3601,Art.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,18792,28200,,,,,
3601,Art.,Bachelor's Degree|Undergraduate Certificate or Diploma,2018,23628,26606,,,,,
3601,Art.,Bachelor's Degree|Undergraduate Certificate or Diploma,2019,23384,24881,,,,,
3601,Art.,Bachelor's Degree|Undergraduate Certificate or Diploma,2020,19300,,,,,,
3701,Investing/Wealth Management/Retirement Planning.,Undergraduate Certificate or Diploma,2017,21182,44400,,,,,
3701,Investing/Wealth Management/Retirement Planning.,Undergraduate Certificate or Diploma,2018,19795,,,,,,
3701,Investing/Wealth Management/Retirement Planning.,Undergraduate Certificate or Diploma,2019,20293,,,,,,
3701,Investing/Wealth Management/Retirement Planning.,Undergraduate Certificate or Diploma,2020,19724,,,,,,
3800,"Philosophy and Religious Studies, General.",Bachelor's Degree,2016,19260,,77420,77420,36010,127740,23180
3800,"Philosophy and Religious Studies, General.",Bachelor's Degree,2017,22138,,78790,78790,37070,129490,22920
3800,"Philosophy and Religious Studies, General.",Bachelor's Degree,2018,17640,,82420,82420,38860,135170,23100
3800,"Philosophy and Religious Studies, General.",Bachelor's Degree,2019,18808,,88970,88970,41540,151180,23490
3801,Applied and Professional Ethics.,Bachelor's Degree,2016,22555,,100455,104292,48982,145250,132710
3801,Applied and Professional Ethics.,Bachelor's Degree,2017,22446,28135,100468,104833,47898,148157,132730
3801,Applied and Professional Ethics.,Bachelor's Degree,2018,22161,28453,103528,109757,50245,151360,137190
3801,Applied and Professional Ethics.,Bachelor's Degree,2019,21904,30469,107008,114751,51120,155853,144990
3801,Applied and Professional Ethics.,Bachelor's Degree,2020,20990,,111095,121999,52932,160110,150780
3802,Buddhist Studies.,Associate's Degree|Bachelor's Degree,2016,25963,,81005,79435,37480,138190,32240
3802,Buddhist Studies.,Associate's Degree|Bachelor's Degree,2017,24822,27517,81060,80155,36355,140160,32770
3802,Buddhist Studies.,Associate's Degree|Bachelor's Degree,2018,25031,31327,83935,83326,37620,144480,32950
3802,Buddhist Studies.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,24496,29629,88690,88796,40075,154105,34090
3802,Buddhist Studies.,Associate's Degree|Bachelor's Degree,2020,24742,,89475,89745,40635,154665,32860
3899,"Philosophy and Religious Studies, Other.",Bachelor's Degree,2016,27247,,77420,77420,36010,127740,23180
3899,"Philosophy and Religious Studies, Other.",Bachelor's Degree,2017,27842,21400,78790,78790,37070,129490,22920
3899,"Philosophy and Religious Studies, Other.",Bachelor's Degree,2018,19809,,82420,82420,38860,135170,23100
3899,"Philosophy and Religious Studies, Other.",Bachelor's Degree,2019,23055,,88970,88970,41540,151180,23490
3899,"Philosophy and Religious Studies, Other.",Bachelor's Degree,2020,21764,,90160,90160,40470,155430,22900
3902,Bible/Biblical Studies.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,24939,,61130,62094,27860,103560,43770
3902,Bible/Biblical Studies.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,25475,26300,62130,62690,28630,106030,44350
3902,Bible/Biblical Studies.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,26990,28234,64700,65254,30255,108640,44800
3902,Bible/Biblical Studies.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,26849,29110,69730,70439,32540,121025,45310
3902,Bible/Biblical Studies.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,27668,,71410,72743,32905,124710,42760
3903,Church Planting.,Bachelor's Degree,2016,21088,,52187,57686,24730,88697,52020
3903,Church Planting.,Bachelor's Degree|Undergraduate Certificate or Diploma,2017,16753,19850,53547,58580,25427,90627,52560
3903,Church Planting.,Bachelor's Degree|Undergraduate Certificate or Diploma,2018,20171,24933,55087,60585,26637,91867,53260
3903,Church Planting.,Bachelor's Degree,2019,22338,26682,59763,65157,28607,102560,54760
3903,Church Planting.,Bachelor's Degree,2020,22273,,60963,67114,29563,105083,51660
3904,Religious Education.,Bachelor's Degree,2016,29321,,61130,62094,27860,103560,43770
3904,Religious Education.,Associate's Degree|Bachelor's Degree,2017,29637,29267,62130,62690,28630,106030,44350
3904,Religious Education.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate,2018,28452,30325,64700,65254,30255,108640,44800
3904,Religious Education.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate,2019,28642,29019,69730,70439,32540,121025,45310
3904,Religious Education.,Bachelor's Degree|Post-baccalaureate Certificate,2020,28088,,71410,72743,32905,124710,42760
3905,"Religious Music and Worship, Other.",Bachelor's Degree,2017,23603,,55532,59239,24322,95295,67960
3905,"Religious Music and Worship, Other.",Associate's Degree|Bachelor's Degree,2018,25550,,56262,60437,25388,97105,65420
3906,Divinity/Ministry.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,24194,,53723,55931,26103,88607,80750
3906,Divinity/Ministry.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,24801,30100,55323,57260,27173,89790,80980
3906,Divinity/Ministry.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,25139,34391,57190,59657,28140,92843,82520
3906,Divinity/Ministry.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,25518,30712,61330,62718,29697,101260,86120
3906,Divinity/Ministry.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,25562,,62263,63968,30587,103590,84060
3907,Chaplain/Chaplaincy Studies.,Associate's Degree|Bachelor's Degree,2016,26807,,49865,49531,24705,81842,221580
3907,Chaplain/Chaplaincy Studies.,Associate's Degree|Bachelor's Degree,2017,24048,25938,50637,49555,25443,82993,230790
3907,Chaplain/Chaplaincy Studies.,Associate's Degree|Bachelor's Degree,2018,26820,28107,52057,51239,26325,85027,228920
3907,Chaplain/Chaplaincy Studies.,Associate's Degree|Bachelor's Degree,2019,26540,27514,55030,53350,27615,90910,230840
3907,Chaplain/Chaplaincy Studies.,Associate's Degree|Bachelor's Degree,2020,27860,,56642,55541,29102,93370,219030
3999,"Theology and Religious Vocations, Other.",Bachelor's Degree,2016,30210,,,,,,
3999,"Theology and Religious Vocations, Other.",Associate's Degree|Bachelor's Degree,2017,29235,34250,,,,,
3999,"Theology and Religious Vocations, Other.",Associate's Degree|Bachelor's Degree,2018,29172,38125,,,,,
3999,"Theology and Religious Vocations, Other.",Associate's Degree|Bachelor's Degree,2019,32322,23785,,,,,
3999,"Theology and Religious Vocations, Other.",Associate's Degree|Bachelor's Degree,2020,28139,,,,,,
4001,"Physical Sciences, General.",Associate's Degree|Bachelor's Degree,2016,13936,,98785,65289,52550,92920,1058030
4001,"Physical Sciences, General.",Associate's Degree|Bachelor's Degree,2017,15106,25050,98265,66534,50580,95380,1083440
4001,"Physical Sciences, General.",Associate's Degree|Bachelor's Degree,2018,14410,25945,102010,68423,52370,97500,1111830
4001,"Physical Sciences, General.",Associate's Degree|Bachelor's Degree,2019,13382,22464,105690,70810,53295,99660,1103570
4001,"Physical Sciences, General.",Associate's Degree|Bachelor's Degree,2020,13149,,111135,73569,56365,102130,1066870
4002,"Astronomy and Astrophysics, Other.",Bachelor's Degree,2016,27482,,112344,123223,53800,170012,98300
4002,"Astronomy and Astrophysics, Other.",Bachelor's Degree,2017,25988,27700,113212,123128,53564,172900,99380
4002,"Astronomy and Astrophysics, Other.",Bachelor's Degree,2018,22331,40556,116354,127998,55774,175935,104790
4002,"Astronomy and Astrophysics, Other.",Bachelor's Degree,2019,21776,39991,120520,133138,57058,182452,111320
4002,"Astronomy and Astrophysics, Other.",Bachelor's Degree,2020,22130,,124976,141051,59776,179473,119360
4004,Atmospheric Chemistry and Climatology.,Bachelor's Degree,2016,25124,,94040,88944,47165,126353,143970
4004,Atmospheric Chemistry and Climatology.,Bachelor's Degree,2017,23800,26600,94275,89872,46705,126983,142770
4004,Atmospheric Chemistry and Climatology.,Bachelor's Degree,2018,23832,36457,97522,95210,48172,131023,145810
4004,Atmospheric Chemistry and Climatology.,Bachelor's Degree,2019,24516,43394,99742,100683,48365,134003,152290
4004,Atmospheric Chemistry and Climatology.,Bachelor's Degree|Undergraduate Certificate or Diploma,2020,23614,,104255,109684,50708,139563,159910
4005,Analytical Chemistry.,Associate's Degree|Bachelor's Degree,2016,23073,,82214,66924,42467,123229,1350180
4005,Analytical Chemistry.,Associate's Degree|Bachelor's Degree,2017,22832,34725,82923,68077,42583,125190,1370170
4005,Analytical Chemistry.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,22078,37419,85237,69842,43651,127894,1399480
4005,Analytical Chemistry.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,22047,35930,87282,76760,45316,130803,1851450
4005,Analytical Chemistry.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,21911,,89699,79511,46356,133967,1780270
4006,Geochemistry and Petrology.,Associate's Degree|Bachelor's Degree,2016,25244,,102300,114570,50264,155978,123600
4006,Geochemistry and Petrology.,Associate's Degree|Bachelor's Degree,2017,24611,33656,102592,114204,50302,156998,122900
4006,Geochemistry and Petrology.,Associate's Degree|Bachelor's Degree,2018,24276,37330,104904,118476,51208,159978,128200
4006,Geochemistry and Petrology.,Associate's Degree|Bachelor's Degree,2019,23785,37023,107094,122880,52374,161902,135760
4006,Geochemistry and Petrology.,Bachelor's Degree,2020,24129,,111306,130614,54462,168585,143210
4008,Acoustics.,Associate's Degree|Bachelor's Degree,2016,22720,,104215,66574,52068,148870,1088870
4008,Acoustics.,Associate's Degree|Bachelor's Degree,2017,23606,37425,105200,67809,51555,152613,1113860
4008,Acoustics.,Associate's Degree|Bachelor's Degree,2018,23526,43093,108282,69725,53325,155090,1143180
4008,Acoustics.,Bachelor's Degree|Undergraduate Certificate or Diploma,2019,23200,39762,110892,72067,54688,156850,1134080
4008,Acoustics.,Bachelor's Degree,2020,23327,,115315,74859,57380,135685,1096700
4010,Materials Chemistry.,Bachelor's Degree,2016,16718,,97810,99490,48472,147436,650240
4010,Materials Chemistry.,Bachelor's Degree,2017,24076,,98746,101261,48342,140028,642820
4010,Materials Chemistry.,Bachelor's Degree,2018,27552,63022,101365,105114,50729,143038,648710
4010,Materials Chemistry.,Bachelor's Degree,2020,20134,,106989,114088,53700,150032,678510
4099,"Physical Sciences, Other.",Associate's Degree|Bachelor's Degree,2016,22227,,102867,88394,46430,142545,268610
4099,"Physical Sciences, Other.",Associate's Degree|Bachelor's Degree,2017,20392,18100,105160,89403,44467,146645,262800
